Metric,Value,Timestamp
precipitation,78,2022-06-03T20:03:10.000Z
temperature,88,2022-06-09T07:29:01.000Z
precipitation,50,2022-06-06T03:43:02.000Z
precipitation,100,2022-06-06T12:27:43.000Z
temperature,22,2022-06-04T22:00:41.000Z
precipitation,33,2022-06-06T04:35:06.000Z
precipitation,79,2022-06-09T13:14:42.000Z
precipitation,44,2022-06-02T10:42:51.000Z
temperature,18,2022-06-03T13:37:26.000Z
precipitation,25,2022-06-08T03:45:44.000Z
precipitation,67,2022-06-04T10:15:50.000Z
precipitation,80,2022-06-08T23:16:53.000Z
temperature,66,2022-06-09T06:11:00.000Z
temperature,47,2022-06-03T15:04:54.000Z
temperature,76,2022-06-04T04:47:05.000Z
precipitation,82,2022-06-05T06:14:20.000Z
precipitation,93,2022-06-09T01:45:13.000Z
precipitation,19,2022-06-02T05:09:31.000Z
temperature,96,2022-06-06T14:02:07.000Z
temperature,20,2022-06-05T18:53:32.000Z
precipitation,60,2022-06-01T12:42:49.000Z
temperature,7,2022-06-01T12:14:14.000Z
precipitation,33,2022-06-01T13:09:19.000Z
precipitation,31,2022-06-08T01:34:50.000Z
precipitation,52,2022-06-04T09:03:38.000Z
precipitation,43,2022-06-02T19:51:23.000Z
precipitation,12,2022-06-06T13:11:25.000Z
precipitation,1,2022-06-02T00:23:17.000Z
temperature,32,2022-06-05T19:55:40.000Z
precipitation,28,2022-06-01T18:17:40.000Z
precipitation,4,2022-06-07T19:35:22.000Z
temperature,88,2022-06-06T19:55:00.000Z
precipitation,34,2022-06-03T07:11:57.000Z
temperature,90,2022-06-05T20:17:46.000Z
precipitation,65,2022-06-07T07:44:48.000Z
precipitation,10,2022-06-09T05:16:31.000Z
temperature,61,2022-06-02T21:54:26.000Z
temperature,34,2022-06-04T01:17:27.000Z
precipitation,80,2022-06-06T07:50:42.000Z
precipitation,93,2022-06-08T16:58:12.000Z
temperature,86,2022-06-09T20:37:13.000Z
precipitation,50,2022-06-06T07:24:18.000Z
precipitation,68,2022-06-05T04:11:04.000Z
precipitation,3,2022-06-02T05:45:52.000Z
temperature,60,2022-06-03T22:59:47.000Z
precipitation,37,2022-06-03T13:18:53.000Z
precipitation,32,2022-06-01T20:32:33.000Z
precipitation,23,2022-06-05T17:14:22.000Z
precipitation,1,2022-06-07T06:41:43.000Z
temperature,60,2022-06-04T00:54:30.000Z
precipitation,95,2022-06-02T12:56:26.000Z
precipitation,48,2022-06-03T10:41:28.000Z
precipitation,19,2022-06-06T16:42:01.000Z
temperature,47,2022-06-02T17:52:01.000Z
temperature,21,2022-06-07T22:56:03.000Z
precipitation,27,2022-06-05T05:55:45.000Z
precipitation,20,2022-06-05T06:54:56.000Z
precipitation,53,2022-06-01T15:14:31.000Z
temperature,45,2022-06-08T05:19:54.000Z
temperature,96,2022-06-08T09:27:47.000Z
precipitation,43,2022-06-06T07:29:51.000Z
precipitation,37,2022-06-02T00:37:57.000Z
temperature,6,2022-06-05T21:02:16.000Z
precipitation,69,2022-06-05T13:20:19.000Z
precipitation,59,2022-06-05T12:15:47.000Z
temperature,1,2022-06-09T23:07:23.000Z
temperature,80,2022-06-01T01:47:11.000Z
precipitation,22,2022-06-07T07:20:54.000Z
precipitation,29,2022-06-01T11:32:03.000Z
temperature,11,2022-06-05T00:38:47.000Z
temperature,100,2022-06-02T07:21:33.000Z
temperature,94,2022-06-03T21:20:07.000Z
precipitation,66,2022-06-08T08:03:41.000Z
temperature,40,2022-06-02T09:51:50.000Z
precipitation,20,2022-06-05T07:04:51.000Z
temperature,100,2022-06-01T01:44:32.000Z
temperature,82,2022-06-09T08:32:04.000Z
temperature,1,2022-06-02T17:34:55.000Z
temperature,66,2022-06-09T12:08:55.000Z
precipitation,72,2022-06-07T09:52:41.000Z
precipitation,93,2022-06-06T13:59:44.000Z
precipitation,80,2022-06-07T02:51:48.000Z
temperature,16,2022-06-01T01:30:08.000Z
temperature,8,2022-06-02T05:49:45.000Z
precipitation,50,2022-06-07T00:14:14.000Z
precipitation,95,2022-06-05T23:51:25.000Z
temperature,73,2022-06-06T01:39:21.000Z
temperature,93,2022-06-05T22:10:23.000Z
precipitation,18,2022-06-05T11:46:22.000Z
precipitation,89,2022-06-05T07:37:31.000Z
temperature,6,2022-06-04T11:18:13.000Z
precipitation,82,2022-06-04T09:42:12.000Z
precipitation,51,2022-06-04T17:35:38.000Z
precipitation,11,2022-06-09T01:01:34.000Z
temperature,28,2022-06-07T18:29:13.000Z
temperature,68,2022-06-09T12:18:01.000Z
temperature,5,2022-06-08T02:55:07.000Z
temperature,86,2022-06-09T01:18:20.000Z
precipitation,82,2022-06-08T10:41:36.000Z
precipitation,14,2022-06-04T23:35:12.000Z
temperature,81,2022-06-05T01:21:27.000Z
precipitation,14,2022-06-03T17:09:59.000Z
temperature,72,2022-06-06T12:24:48.000Z
precipitation,76,2022-06-04T23:26:08.000Z
temperature,61,2022-06-01T14:43:59.000Z
precipitation,57,2022-06-08T09:10:25.000Z
precipitation,27,2022-06-05T18:14:42.000Z
temperature,91,2022-06-05T17:34:41.000Z
precipitation,44,2022-06-08T08:42:44.000Z
precipitation,55,2022-06-02T19:55:35.000Z
precipitation,7,2022-06-03T06:19:35.000Z
precipitation,80,2022-06-05T00:55:05.000Z
precipitation,5,2022-06-05T23:09:05.000Z
temperature,40,2022-06-04T08:05:51.000Z
temperature,43,2022-06-03T16:37:51.000Z
temperature,81,2022-06-05T19:10:02.000Z
precipitation,31,2022-06-03T10:37:32.000Z
temperature,24,2022-06-08T16:16:39.000Z
temperature,63,2022-06-03T18:29:48.000Z
precipitation,58,2022-06-04T06:18:41.000Z
precipitation,79,2022-06-02T04:46:54.000Z
temperature,59,2022-06-04T18:49:39.000Z
temperature,53,2022-06-01T12:13:47.000Z
precipitation,69,2022-06-06T20:22:45.000Z
temperature,93,2022-06-05T05:40:41.000Z
precipitation,20,2022-06-04T09:08:11.000Z
precipitation,67,2022-06-03T15:13:47.000Z
temperature,36,2022-06-09T10:03:45.000Z
temperature,64,2022-06-09T17:50:41.000Z
precipitation,36,2022-06-03T08:07:52.000Z
temperature,85,2022-06-04T02:51:43.000Z
temperature,88,2022-06-03T00:32:55.000Z
precipitation,6,2022-06-04T10:33:14.000Z
temperature,55,2022-06-03T05:10:09.000Z
temperature,15,2022-06-06T12:30:14.000Z
temperature,51,2022-06-05T13:17:47.000Z
precipitation,57,2022-06-07T07:38:01.000Z
temperature,100,2022-06-01T21:53:34.000Z
precipitation,13,2022-06-06T04:58:10.000Z
precipitation,85,2022-06-05T21:31:12.000Z
temperature,10,2022-06-08T22:26:23.000Z
temperature,30,2022-06-07T10:24:00.000Z
precipitation,99,2022-06-08T02:31:42.000Z
temperature,35,2022-06-09T13:24:58.000Z
temperature,27,2022-06-09T22:36:07.000Z
temperature,51,2022-06-07T22:49:23.000Z
precipitation,87,2022-06-01T13:06:09.000Z
temperature,20,2022-06-04T13:47:51.000Z
precipitation,7,2022-06-08T12:06:32.000Z
temperature,62,2022-06-01T02:55:22.000Z
precipitation,62,2022-06-09T13:44:40.000Z
precipitation,61,2022-06-03T01:12:20.000Z
precipitation,93,2022-06-08T00:56:29.000Z
temperature,72,2022-06-06T16:07:41.000Z
temperature,81,2022-06-05T06:11:36.000Z
precipitation,56,2022-06-05T18:44:01.000Z
temperature,89,2022-06-01T07:53:14.000Z
temperature,17,2022-06-01T10:30:01.000Z
temperature,74,2022-06-03T12:34:01.000Z
temperature,74,2022-06-01T14:10:49.000Z
precipitation,73,2022-06-08T03:08:01.000Z
precipitation,55,2022-06-04T20:22:20.000Z
temperature,67,2022-06-07T03:43:03.000Z
precipitation,86,2022-06-06T01:52:42.000Z
temperature,16,2022-06-06T20:15:22.000Z
precipitation,96,2022-06-05T04:41:55.000Z
temperature,5,2022-06-07T01:38:35.000Z
precipitation,70,2022-06-03T05:13:40.000Z
temperature,41,2022-06-06T20:30:00.000Z
temperature,94,2022-06-07T19:19:06.000Z
temperature,85,2022-06-04T14:17:51.000Z
temperature,56,2022-06-08T18:30:32.000Z
temperature,31,2022-06-05T16:26:56.000Z
precipitation,56,2022-06-05T14:02:32.000Z
precipitation,56,2022-06-02T07:33:59.000Z
temperature,94,2022-06-03T06:32:07.000Z
temperature,97,2022-06-03T07:45:16.000Z
precipitation,21,2022-06-06T22:12:45.000Z
precipitation,98,2022-06-08T20:21:39.000Z
temperature,72,2022-06-05T21:58:05.000Z
temperature,37,2022-06-02T17:38:29.000Z
precipitation,32,2022-06-04T03:04:18.000Z
precipitation,23,2022-06-02T21:14:01.000Z
temperature,31,2022-06-06T04:33:38.000Z
temperature,22,2022-06-01T12:05:11.000Z
temperature,59,2022-06-02T17:58:11.000Z
precipitation,33,2022-06-07T02:35:04.000Z
precipitation,62,2022-06-07T20:13:57.000Z
precipitation,23,2022-06-01T03:55:50.000Z
temperature,5,2022-06-04T22:37:06.000Z
precipitation,49,2022-06-03T03:09:36.000Z
precipitation,1,2022-06-05T07:53:16.000Z
precipitation,62,2022-06-07T11:09:10.000Z
precipitation,23,2022-06-09T17:23:47.000Z
temperature,25,2022-06-08T13:30:46.000Z
precipitation,3,2022-06-09T08:11:46.000Z
precipitation,98,2022-06-06T07:28:16.000Z
temperature,12,2022-06-05T02:15:04.000Z
precipitation,27,2022-06-04T07:58:35.000Z
precipitation,9,2022-06-05T04:36:54.000Z
temperature,22,2022-06-09T04:56:08.000Z
temperature,72,2022-06-04T16:30:57.000Z
temperature,97,2022-06-07T21:24:53.000Z
precipitation,65,2022-06-02T22:31:02.000Z
temperature,12,2022-06-04T13:00:35.000Z
precipitation,23,2022-06-08T20:15:54.000Z
temperature,97,2022-06-02T12:15:10.000Z
temperature,69,2022-06-02T02:09:34.000Z
temperature,93,2022-06-07T18:14:53.000Z
temperature,83,2022-06-05T11:58:49.000Z
temperature,15,2022-06-09T06:03:13.000Z
temperature,88,2022-06-06T12:25:28.000Z
temperature,34,2022-06-06T02:52:48.000Z
temperature,44,2022-06-08T20:25:47.000Z
precipitation,49,2022-06-09T03:17:48.000Z
temperature,43,2022-06-04T00:42:48.000Z
precipitation,41,2022-06-06T05:57:44.000Z
temperature,4,2022-06-08T19:47:29.000Z
precipitation,31,2022-06-02T07:27:03.000Z
precipitation,37,2022-06-03T00:03:23.000Z
precipitation,94,2022-06-03T15:32:44.000Z
temperature,70,2022-06-09T03:17:40.000Z
temperature,93,2022-06-07T15:56:11.000Z
precipitation,58,2022-06-01T16:56:37.000Z
temperature,45,2022-06-07T23:07:26.000Z
precipitation,5,2022-06-06T15:24:27.000Z
precipitation,47,2022-06-08T08:06:30.000Z
precipitation,54,2022-06-03T14:39:57.000Z
precipitation,53,2022-06-07T23:56:43.000Z
precipitation,38,2022-06-04T11:31:24.000Z
temperature,84,2022-06-03T03:13:23.000Z
precipitation,62,2022-06-04T03:28:31.000Z
precipitation,78,2022-06-04T12:52:54.000Z
temperature,27,2022-06-01T08:46:55.000Z
precipitation,83,2022-06-01T15:35:11.000Z
temperature,4,2022-06-04T13:55:01.000Z
temperature,72,2022-06-01T09:51:33.000Z
temperature,59,2022-06-06T06:29:55.000Z
precipitation,15,2022-06-09T03:29:19.000Z
precipitation,23,2022-06-08T19:51:37.000Z
precipitation,25,2022-06-04T08:31:51.000Z
precipitation,88,2022-06-03T15:45:39.000Z
temperature,53,2022-06-09T21:55:02.000Z
temperature,2,2022-06-06T12:36:51.000Z
precipitation,86,2022-06-09T18:53:41.000Z
precipitation,12,2022-06-09T10:27:13.000Z
temperature,44,2022-06-03T09:43:56.000Z
precipitation,22,2022-06-02T10:11:46.000Z
precipitation,2,2022-06-02T00:07:41.000Z
precipitation,64,2022-06-09T07:53:41.000Z
precipitation,41,2022-06-01T21:49:36.000Z
temperature,64,2022-06-06T13:31:46.000Z
temperature,2,2022-06-06T04:52:37.000Z
precipitation,2,2022-06-05T00:32:10.000Z
precipitation,1,2022-06-04T20:41:42.000Z
temperature,45,2022-06-02T13:12:17.000Z
temperature,61,2022-06-09T12:16:04.000Z
temperature,52,2022-06-07T05:26:05.000Z
temperature,73,2022-06-01T00:14:12.000Z
precipitation,25,2022-06-05T02:43:35.000Z
temperature,12,2022-06-05T02:10:12.000Z
temperature,15,2022-06-09T16:44:12.000Z
precipitation,49,2022-06-06T03:47:42.000Z
temperature,66,2022-06-09T22:26:49.000Z
temperature,51,2022-06-07T20:13:32.000Z
precipitation,7,2022-06-06T11:02:23.000Z
temperature,5,2022-06-06T06:54:51.000Z
precipitation,5,2022-06-06T07:08:33.000Z
temperature,56,2022-06-06T16:25:54.000Z
temperature,26,2022-06-08T22:14:37.000Z
precipitation,80,2022-06-08T05:11:19.000Z
precipitation,41,2022-06-04T13:25:58.000Z
temperature,40,2022-06-03T22:26:12.000Z
temperature,84,2022-06-08T22:07:50.000Z
precipitation,38,2022-06-01T19:27:28.000Z
precipitation,84,2022-06-05T17:29:14.000Z
precipitation,36,2022-06-03T09:58:55.000Z
temperature,65,2022-06-05T20:58:24.000Z
temperature,37,2022-06-08T11:35:01.000Z
precipitation,59,2022-06-08T05:23:56.000Z
precipitation,33,2022-06-09T07:07:44.000Z
precipitation,29,2022-06-03T07:32:57.000Z
precipitation,61,2022-06-07T18:07:28.000Z
temperature,59,2022-06-04T12:26:11.000Z
precipitation,89,2022-06-08T08:25:04.000Z
precipitation,38,2022-06-01T17:45:52.000Z
precipitation,70,2022-06-07T15:19:25.000Z
temperature,20,2022-06-01T03:28:45.000Z
temperature,94,2022-06-05T18:26:12.000Z
temperature,80,2022-06-08T06:38:00.000Z
temperature,59,2022-06-01T22:13:16.000Z
temperature,62,2022-06-04T17:29:47.000Z
precipitation,53,2022-06-05T22:09:30.000Z
temperature,34,2022-06-03T21:54:58.000Z
precipitation,53,2022-06-06T01:02:17.000Z
temperature,91,2022-06-09T10:18:42.000Z
precipitation,19,2022-06-07T23:30:47.000Z
precipitation,30,2022-06-06T02:22:22.000Z
temperature,73,2022-06-04T07:59:15.000Z
temperature,21,2022-06-05T20:19:35.000Z
temperature,24,2022-06-04T03:28:37.000Z
temperature,70,2022-06-09T20:19:34.000Z
temperature,99,2022-06-02T19:49:37.000Z
temperature,10,2022-06-02T19:11:43.000Z
temperature,38,2022-06-07T12:18:58.000Z
temperature,63,2022-06-04T09:14:55.000Z
temperature,88,2022-06-07T08:55:05.000Z
precipitation,64,2022-06-02T02:41:13.000Z
temperature,13,2022-06-04T11:08:26.000Z
temperature,22,2022-06-08T09:15:33.000Z
temperature,60,2022-06-06T07:41:55.000Z
precipitation,87,2022-06-08T13:53:38.000Z
precipitation,46,2022-06-07T10:08:30.000Z
precipitation,38,2022-06-08T21:11:53.000Z
temperature,5,2022-06-02T07:58:27.000Z
precipitation,65,2022-06-08T03:44:44.000Z
precipitation,61,2022-06-02T18:17:10.000Z
precipitation,49,2022-06-05T01:07:14.000Z
temperature,43,2022-06-04T22:35:57.000Z
precipitation,38,2022-06-07T07:41:39.000Z
precipitation,48,2022-06-08T16:29:14.000Z
precipitation,46,2022-06-01T18:12:38.000Z
precipitation,89,2022-06-09T18:42:17.000Z
temperature,87,2022-06-04T13:38:29.000Z
temperature,9,2022-06-04T07:39:19.000Z
precipitation,81,2022-06-01T13:59:08.000Z
temperature,25,2022-06-04T07:22:54.000Z
temperature,57,2022-06-06T09:11:00.000Z
temperature,8,2022-06-02T05:23:16.000Z
precipitation,90,2022-06-03T00:43:35.000Z
temperature,72,2022-06-08T08:21:24.000Z
precipitation,78,2022-06-09T11:13:38.000Z
temperature,91,2022-06-04T18:51:54.000Z
precipitation,100,2022-06-08T23:36:57.000Z
precipitation,93,2022-06-08T21:28:09.000Z
precipitation,62,2022-06-03T01:40:49.000Z
temperature,28,2022-06-09T06:55:39.000Z
precipitation,86,2022-06-04T21:54:17.000Z
precipitation,88,2022-06-04T01:34:22.000Z
precipitation,29,2022-06-08T12:20:13.000Z
precipitation,69,2022-06-03T02:39:00.000Z
precipitation,37,2022-06-04T06:19:22.000Z
precipitation,75,2022-06-08T17:30:43.000Z
precipitation,58,2022-06-04T20:26:40.000Z
temperature,42,2022-06-03T18:17:56.000Z
temperature,24,2022-06-02T13:18:43.000Z
precipitation,86,2022-06-08T20:42:45.000Z
precipitation,84,2022-06-01T18:16:57.000Z
precipitation,19,2022-06-05T21:56:38.000Z
temperature,77,2022-06-08T07:15:09.000Z
temperature,25,2022-06-02T06:57:05.000Z
precipitation,13,2022-06-05T03:38:40.000Z
temperature,16,2022-06-09T02:25:54.000Z
temperature,1,2022-06-01T06:50:28.000Z
temperature,74,2022-06-08T15:43:04.000Z
temperature,15,2022-06-09T22:54:42.000Z
precipitation,11,2022-06-06T16:03:35.000Z
precipitation,10,2022-06-02T16:10:12.000Z
temperature,32,2022-06-09T10:04:59.000Z
temperature,55,2022-06-04T12:27:56.000Z
temperature,97,2022-06-02T01:53:49.000Z
precipitation,38,2022-06-04T01:13:11.000Z
temperature,30,2022-06-01T10:43:37.000Z
precipitation,65,2022-06-08T18:46:39.000Z
precipitation,18,2022-06-08T20:11:26.000Z
precipitation,72,2022-06-01T02:00:18.000Z
temperature,77,2022-06-05T10:57:16.000Z
temperature,83,2022-06-06T21:23:04.000Z
precipitation,100,2022-06-01T12:03:41.000Z
precipitation,36,2022-06-06T14:11:13.000Z
temperature,91,2022-06-07T17:00:59.000Z
temperature,3,2022-06-05T08:44:50.000Z
precipitation,55,2022-06-07T14:36:06.000Z
precipitation,80,2022-06-08T01:04:45.000Z
precipitation,64,2022-06-09T08:43:28.000Z
temperature,35,2022-06-03T22:58:09.000Z
temperature,3,2022-06-02T04:25:48.000Z
temperature,61,2022-06-06T11:02:41.000Z
temperature,68,2022-06-05T00:44:02.000Z
precipitation,47,2022-06-07T18:23:33.000Z
precipitation,38,2022-06-08T07:08:10.000Z
temperature,28,2022-06-06T09:57:47.000Z
temperature,70,2022-06-01T04:59:17.000Z
temperature,1,2022-06-08T03:45:20.000Z
temperature,28,2022-06-02T21:06:00.000Z
temperature,45,2022-06-02T15:10:53.000Z
temperature,16,2022-06-04T21:13:42.000Z
temperature,86,2022-06-01T03:50:53.000Z
precipitation,73,2022-06-02T15:29:27.000Z
precipitation,50,2022-06-06T19:37:28.000Z
precipitation,50,2022-06-03T04:28:11.000Z
temperature,10,2022-06-04T00:17:58.000Z
precipitation,95,2022-06-07T04:49:19.000Z
temperature,94,2022-06-07T21:58:34.000Z
temperature,55,2022-06-01T17:54:40.000Z
temperature,67,2022-06-03T10:41:29.000Z
precipitation,21,2022-06-06T17:01:49.000Z
temperature,6,2022-06-05T14:44:13.000Z
temperature,76,2022-06-01T16:51:17.000Z
precipitation,30,2022-06-03T12:15:44.000Z
temperature,12,2022-06-05T01:51:46.000Z
temperature,33,2022-06-04T16:54:43.000Z
temperature,47,2022-06-03T22:21:47.000Z
temperature,89,2022-06-08T11:21:54.000Z
precipitation,80,2022-06-09T00:42:54.000Z
precipitation,56,2022-06-02T23:09:13.000Z
temperature,87,2022-06-07T19:58:14.000Z
precipitation,90,2022-06-08T15:32:51.000Z
temperature,3,2022-06-01T16:36:04.000Z
precipitation,60,2022-06-06T13:25:35.000Z
temperature,51,2022-06-08T20:15:17.000Z
temperature,42,2022-06-03T15:44:12.000Z
temperature,83,2022-06-02T06:37:18.000Z
temperature,79,2022-06-05T12:27:38.000Z
temperature,1,2022-06-01T06:05:57.000Z
precipitation,19,2022-06-01T12:07:59.000Z
temperature,62,2022-06-08T09:31:04.000Z
temperature,46,2022-06-07T19:13:19.000Z
temperature,10,2022-06-05T06:15:40.000Z
precipitation,59,2022-06-01T16:23:46.000Z
temperature,64,2022-06-01T05:51:14.000Z
temperature,21,2022-06-09T00:46:59.000Z
precipitation,88,2022-06-02T01:39:23.000Z
precipitation,97,2022-06-07T19:57:18.000Z
precipitation,72,2022-06-01T17:06:31.000Z
temperature,3,2022-06-05T08:58:36.000Z
precipitation,99,2022-06-05T22:26:43.000Z
precipitation,30,2022-06-02T06:48:28.000Z
temperature,91,2022-06-06T07:07:14.000Z
precipitation,37,2022-06-02T08:31:18.000Z
temperature,69,2022-06-09T02:10:40.000Z
precipitation,82,2022-06-04T13:41:25.000Z
temperature,55,2022-06-02T06:39:20.000Z
precipitation,49,2022-06-04T09:11:55.000Z
precipitation,93,2022-06-07T10:19:39.000Z
temperature,97,2022-06-05T10:03:24.000Z
precipitation,80,2022-06-03T21:09:44.000Z
temperature,65,2022-06-05T20:15:06.000Z
temperature,23,2022-06-09T13:58:26.000Z
temperature,8,2022-06-09T00:15:28.000Z
precipitation,57,2022-06-06T06:46:14.000Z
temperature,89,2022-06-01T12:35:23.000Z
precipitation,79,2022-06-05T10:45:47.000Z
temperature,9,2022-06-05T20:28:59.000Z
temperature,78,2022-06-02T07:32:31.000Z
temperature,14,2022-06-06T22:17:24.000Z
precipitation,3,2022-06-02T07:10:38.000Z
precipitation,79,2022-06-09T13:02:33.000Z
precipitation,33,2022-06-08T00:51:10.000Z
precipitation,37,2022-06-05T04:37:23.000Z
temperature,83,2022-06-09T04:44:25.000Z
precipitation,24,2022-06-02T08:02:22.000Z
precipitation,79,2022-06-09T15:38:29.000Z
temperature,63,2022-06-07T02:27:46.000Z
temperature,9,2022-06-05T19:45:41.000Z
precipitation,93,2022-06-03T00:39:28.000Z
temperature,70,2022-06-02T12:05:03.000Z
temperature,51,2022-06-07T02:08:24.000Z
temperature,78,2022-06-08T12:29:35.000Z
temperature,84,2022-06-02T16:54:13.000Z
temperature,13,2022-06-03T22:22:02.000Z
precipitation,27,2022-06-01T12:03:37.000Z
temperature,84,2022-06-07T21:50:33.000Z
temperature,72,2022-06-01T01:06:59.000Z
temperature,53,2022-06-04T19:06:34.000Z
temperature,73,2022-06-08T22:34:28.000Z
precipitation,100,2022-06-07T00:51:35.000Z
temperature,26,2022-06-04T22:16:41.000Z
temperature,30,2022-06-04T20:12:15.000Z
precipitation,74,2022-06-01T03:28:29.000Z
temperature,40,2022-06-09T23:02:23.000Z
temperature,53,2022-06-03T14:14:14.000Z
temperature,21,2022-06-04T21:11:28.000Z
temperature,20,2022-06-01T06:21:18.000Z
precipitation,99,2022-06-08T00:31:44.000Z
precipitation,60,2022-06-03T16:59:09.000Z
precipitation,10,2022-06-01T07:38:01.000Z
temperature,97,2022-06-01T03:41:27.000Z
precipitation,90,2022-06-08T02:56:43.000Z
precipitation,16,2022-06-08T04:26:17.000Z
temperature,25,2022-06-06T03:50:47.000Z
temperature,49,2022-06-09T06:00:24.000Z
precipitation,16,2022-06-09T17:29:11.000Z
temperature,100,2022-06-09T16:15:08.000Z
precipitation,36,2022-06-04T04:47:40.000Z
precipitation,23,2022-06-02T09:27:11.000Z
precipitation,41,2022-06-05T01:35:51.000Z
temperature,85,2022-06-07T03:17:44.000Z
precipitation,91,2022-06-07T13:57:25.000Z
temperature,33,2022-06-01T01:35:54.000Z
precipitation,15,2022-06-06T03:03:44.000Z
precipitation,3,2022-06-08T16:39:28.000Z
temperature,47,2022-06-09T22:42:40.000Z
precipitation,42,2022-06-07T23:17:55.000Z
temperature,82,2022-06-06T15:57:33.000Z
precipitation,75,2022-06-06T08:17:57.000Z
temperature,46,2022-06-09T03:22:43.000Z
temperature,12,2022-06-03T17:59:23.000Z
precipitation,78,2022-06-09T22:00:59.000Z
precipitation,40,2022-06-03T12:45:27.000Z
temperature,83,2022-06-08T17:11:44.000Z
temperature,57,2022-06-09T02:50:20.000Z
temperature,63,2022-06-01T12:05:45.000Z
precipitation,32,2022-06-02T22:09:35.000Z
temperature,91,2022-06-03T10:02:36.000Z
precipitation,82,2022-06-05T23:37:11.000Z
temperature,57,2022-06-01T08:19:43.000Z
precipitation,11,2022-06-09T17:19:58.000Z
precipitation,4,2022-06-09T17:47:19.000Z
temperature,7,2022-06-03T16:13:35.000Z
precipitation,58,2022-06-02T01:16:57.000Z
precipitation,71,2022-06-03T13:02:21.000Z
temperature,34,2022-06-09T21:41:33.000Z
temperature,78,2022-06-06T07:06:48.000Z
temperature,70,2022-06-01T12:17:24.000Z
precipitation,27,2022-06-07T12:56:41.000Z
precipitation,76,2022-06-07T18:56:34.000Z
temperature,71,2022-06-07T00:02:16.000Z
precipitation,85,2022-06-08T16:48:13.000Z
precipitation,6,2022-06-06T20:54:58.000Z
precipitation,45,2022-06-07T21:09:23.000Z
temperature,86,2022-06-02T14:01:36.000Z
temperature,8,2022-06-07T22:33:53.000Z
temperature,89,2022-06-06T15:50:47.000Z
precipitation,28,2022-06-01T00:56:49.000Z
precipitation,94,2022-06-05T16:08:46.000Z
temperature,66,2022-06-08T18:38:47.000Z
temperature,65,2022-06-01T05:59:37.000Z
precipitation,6,2022-06-09T17:03:29.000Z
temperature,19,2022-06-02T22:03:55.000Z
precipitation,90,2022-06-04T07:54:59.000Z
precipitation,11,2022-06-06T17:28:34.000Z
precipitation,19,2022-06-08T04:02:30.000Z
temperature,76,2022-06-05T12:27:01.000Z
precipitation,51,2022-06-05T02:14:52.000Z
precipitation,90,2022-06-03T17:49:12.000Z
temperature,8,2022-06-07T17:41:44.000Z
temperature,42,2022-06-03T14:37:52.000Z
precipitation,76,2022-06-07T04:45:42.000Z
temperature,74,2022-06-06T22:43:55.000Z
precipitation,12,2022-06-06T16:13:25.000Z
precipitation,21,2022-06-03T20:11:18.000Z
temperature,42,2022-06-09T09:44:50.000Z
precipitation,27,2022-06-04T12:20:16.000Z
precipitation,84,2022-06-08T05:17:01.000Z
precipitation,60,2022-06-07T06:58:24.000Z
temperature,87,2022-06-05T20:43:38.000Z
temperature,49,2022-06-05T16:06:24.000Z
precipitation,2,2022-06-03T03:14:11.000Z
temperature,65,2022-06-07T02:52:55.000Z
temperature,13,2022-06-04T16:09:21.000Z
temperature,40,2022-06-09T18:52:09.000Z
temperature,7,2022-06-09T14:00:55.000Z
precipitation,68,2022-06-02T22:59:16.000Z
precipitation,83,2022-06-06T15:45:03.000Z
precipitation,100,2022-06-04T19:20:24.000Z
precipitation,57,2022-06-08T17:06:16.000Z
precipitation,57,2022-06-04T22:34:32.000Z
temperature,97,2022-06-04T15:03:47.000Z
temperature,26,2022-06-03T00:45:29.000Z
temperature,21,2022-06-03T21:38:07.000Z
precipitation,48,2022-06-06T19:15:13.000Z
temperature,88,2022-06-02T06:48:42.000Z
precipitation,31,2022-06-06T16:37:40.000Z
precipitation,97,2022-06-05T16:01:34.000Z
temperature,4,2022-06-06T11:45:55.000Z
temperature,77,2022-06-04T20:49:25.000Z
temperature,26,2022-06-05T08:39:57.000Z
precipitation,46,2022-06-06T16:43:43.000Z
precipitation,52,2022-06-04T14:49:42.000Z
precipitation,7,2022-06-07T20:50:07.000Z
precipitation,37,2022-06-06T01:49:19.000Z
precipitation,29,2022-06-03T04:03:12.000Z
temperature,59,2022-06-09T02:34:17.000Z
precipitation,30,2022-06-05T03:41:08.000Z
precipitation,36,2022-06-08T04:26:53.000Z
temperature,40,2022-06-08T07:22:43.000Z
precipitation,100,2022-06-09T06:00:11.000Z
precipitation,36,2022-06-02T13:06:45.000Z
precipitation,62,2022-06-08T19:47:58.000Z
temperature,44,2022-06-08T02:22:52.000Z
temperature,30,2022-06-05T22:58:18.000Z
precipitation,67,2022-06-04T20:15:45.000Z
precipitation,2,2022-06-09T02:30:19.000Z
temperature,33,2022-06-09T19:56:28.000Z
precipitation,54,2022-06-07T22:34:11.000Z
temperature,6,2022-06-09T23:41:26.000Z
precipitation,30,2022-06-09T01:51:27.000Z
temperature,18,2022-06-04T00:11:30.000Z
temperature,77,2022-06-03T23:32:12.000Z
temperature,74,2022-06-02T04:58:54.000Z
temperature,3,2022-06-09T00:30:11.000Z
temperature,68,2022-06-07T00:59:52.000Z
temperature,21,2022-06-05T22:52:41.000Z
precipitation,95,2022-06-01T23:21:49.000Z
